Row;Arabidopsis thaliana;Brachypodium distachyon;Musa acuminata;Oryza sativa;Phoenix dactylifera;Sorghum bicolor
1747;1;1;1;1;0;1
13002;0;1;0;1;0;1
2038;1;1;1;1;1;1
8979;1;1;1;1;1;1
13954;1;1;0;1;0;1
22289;0;1;0;1;0;0
3284;1;1;1;1;1;1
9913;1;1;1;1;1;1
21619;0;0;1;0;1;0
1862;1;1;1;1;1;1
16729;0;1;0;1;0;1
12156;1;1;1;1;0;1
12274;1;1;1;1;0;1
17393;0;1;0;1;0;1
10616;0;0;1;0;0;0
10495;1;1;0;1;0;1
5565;1;1;1;1;0;1
1909;1;1;1;1;1;1
7403;0;1;1;1;1;1
18954;0;0;0;0;0;1
9257;1;1;1;1;1;1
444;0;1;1;1;1;1
3170;1;1;1;1;1;1
9373;1;1;1;1;1;1
659;1;1;1;1;1;1
11338;1;1;0;1;1;1
3140;1;1;1;1;1;1
12393;1;1;0;1;1;1
4643;1;1;1;1;1;1
22516;0;1;0;1;0;0
6865;1;1;1;1;1;1
16274;0;1;0;1;0;1
1244;0;0;0;1;0;1
5537;1;1;1;1;1;1
6668;1;1;0;1;1;1
16852;0;1;0;1;0;1
11061;0;0;0;1;0;0
18010;0;0;1;0;0;0
12239;1;1;1;1;1;0
5995;1;1;1;1;0;1
5816;1;1;1;1;1;1
19659;0;0;0;0;1;0
7673;0;0;0;1;0;1
17040;0;1;0;1;0;1
7249;0;1;1;1;1;1
15870;0;1;0;1;0;1
8623;1;1;1;1;1;1
16435;0;1;0;1;0;1
3595;1;1;1;1;1;1
15310;0;0;0;1;0;0
9019;1;1;1;1;1;1
7319;0;1;1;1;0;1
4810;1;1;1;1;1;1
3461;1;1;1;1;1;1
10705;1;0;0;0;0;0
9734;1;1;1;1;1;1
10330;1;1;1;1;1;1
10009;1;1;1;1;1;1
5581;1;1;1;1;1;1
11538;1;1;0;1;1;1
21449;0;0;1;0;1;0
18530;1;0;0;0;0;0
18240;0;0;1;0;0;0
15118;0;0;0;1;0;1
20749;0;1;0;0;0;0
3728;0;0;0;0;0;1
11524;1;0;1;0;1;1
5009;0;0;0;0;0;1
4494;1;1;1;1;0;1
9281;1;1;1;1;1;1
13338;1;0;0;0;0;0
12486;0;0;0;1;1;1
21141;0;0;0;1;0;1
17985;0;0;1;0;0;0
12055;0;1;1;1;1;1
2766;1;1;1;1;1;1
1731;1;1;1;1;1;1
23005;0;0;0;1;0;1
9552;1;1;1;1;1;1
8859;1;1;1;1;1;1
11555;0;1;1;1;1;1
1220;1;1;1;1;1;1
20783;0;0;0;0;1;0
6727;1;1;1;1;1;1
16183;1;0;1;0;1;0
18284;0;0;1;0;0;0
20684;0;0;0;0;1;0
3786;0;1;0;0;0;0
22425;0;1;0;1;0;0
22546;0;1;0;1;0;0
8248;1;1;1;1;1;1
1431;1;1;1;1;1;1
4704;1;1;1;1;1;1
20791;0;0;0;1;0;0
14178;0;0;0;0;1;0
1877;0;1;1;1;1;1
251;1;0;1;1;0;1
2014;1;1;1;1;1;1
6299;1;1;1;1;1;1
19497;0;0;0;0;1;0
22481;0;1;0;0;0;1
7245;1;1;1;1;0;1
21914;0;1;0;0;0;1
3432;1;1;1;1;1;1
10255;1;1;1;1;1;1
11210;1;1;1;1;0;1
18666;1;0;0;0;0;0
16077;1;0;1;0;1;0
9955;1;1;1;1;1;1
6560;1;1;1;1;1;1
3017;1;1;1;1;1;1
13304;1;0;0;0;0;0
16279;0;1;0;1;0;1
20602;0;0;0;0;0;1
12764;1;0;1;0;1;0
22795;0;0;0;1;0;1
9690;1;1;1;1;1;1
11494;0;1;1;1;1;1
16521;0;1;0;1;0;1
10401;1;1;1;1;1;1
18017;0;0;1;0;0;0
5969;1;1;1;1;1;1
13149;0;1;0;1;0;1
4737;1;1;1;1;1;1
19029;0;0;0;0;0;1
17271;0;1;0;1;0;1
22665;0;0;0;1;0;1
6273;1;1;1;1;1;1
6835;1;1;1;1;1;1
17303;0;1;0;1;0;1
500;0;1;0;0;0;1
18255;0;0;0;0;1;0
20093;0;0;0;1;0;0
22969;0;0;0;1;0;1
10336;1;1;1;1;1;1
9781;1;1;1;1;1;1
17144;0;1;0;1;0;1
18282;0;0;1;0;0;0
2304;1;1;1;1;1;1
2325;1;1;1;1;0;1
19705;0;1;0;0;0;0
2058;1;1;1;1;1;1
22315;0;1;0;1;0;0
5892;1;1;1;1;1;1
19440;0;0;0;0;1;0
7777;1;0;1;1;1;1
7214;0;1;1;1;0;1
17685;0;1;0;1;0;1
2185;1;1;1;1;1;1
599;1;1;1;1;1;1
7009;1;1;1;1;1;1
22186;0;1;0;1;0;0
14191;0;0;1;0;0;0
9626;1;1;1;1;1;1
4401;0;1;1;1;1;1
1227;1;1;1;1;1;1
22148;0;1;0;1;0;0
3274;1;1;1;1;1;1
9663;1;1;1;1;1;1
15444;0;1;0;1;0;1
8088;1;1;1;1;1;1
18459;1;0;0;0;0;0
14283;0;0;1;0;1;0
21180;0;0;0;1;0;1
20982;0;0;0;1;0;0
1252;0;0;0;1;0;0
5409;1;1;1;1;1;1
11882;0;1;1;1;1;1
3813;0;0;0;0;1;0
19275;0;0;0;0;0;1
17551;0;1;0;1;0;1
12565;0;0;1;0;0;0
3210;0;1;1;1;0;1
8455;1;1;1;1;1;1
6946;1;1;1;1;1;1
18005;0;0;1;0;0;0
12460;0;0;0;1;0;0
512;0;0;0;0;1;0
6262;1;1;1;1;1;1
10256;1;1;1;1;1;1
21665;0;0;1;0;1;0
6441;1;1;1;1;1;1
7278;1;1;1;1;0;1
13741;0;1;1;1;0;1
762;0;0;0;0;0;1
2572;1;1;1;1;1;1
22221;0;1;0;0;0;1
8830;1;1;1;1;1;1
14268;0;0;0;0;1;0
10343;1;1;1;1;1;1
14861;0;1;0;0;0;0
9656;1;1;1;1;1;1
13837;1;0;1;1;0;1
22006;0;1;0;0;0;1
14868;0;1;0;1;0;0
3179;1;1;1;1;1;1
793;1;1;1;1;1;1
19720;0;1;0;0;0;0
15565;0;1;0;1;0;1
21497;0;0;1;0;1;0
21851;0;0;0;1;0;1
15320;0;1;0;1;0;1
10133;1;1;1;1;1;1
16137;1;0;1;0;1;0
8948;1;1;1;1;1;1
15898;0;1;0;1;0;1
10185;1;1;1;1;1;1
10822;0;0;0;1;0;1
18632;1;0;0;0;0;0
22304;0;1;0;1;0;0
9679;1;1;1;1;1;1
14664;0;0;0;0;0;1
22132;0;1;0;1;0;0
17421;0;1;0;1;0;1
688;1;1;1;1;1;1
1694;1;1;1;1;1;1
1644;1;1;1;1;1;1
1046;0;0;0;0;0;1
5656;1;1;1;1;1;1
11226;0;1;1;1;1;1
11395;1;1;1;1;0;1
11574;1;1;1;1;0;1
9449;1;1;1;1;1;1
7794;0;1;0;1;0;1
21901;0;1;0;1;0;0
18398;0;0;1;0;0;0
6135;1;1;1;1;1;1
12718;1;0;0;0;0;0
12529;0;0;1;0;1;0
20409;1;0;0;0;0;0
281;0;0;0;0;1;0
17578;0;1;0;1;0;1
10245;1;1;1;1;1;1
16935;0;1;0;1;0;1
14692;0;0;0;0;0;1
12155;0;1;1;1;1;1
5261;1;1;1;1;0;1
16051;1;0;1;0;1;0
3311;1;1;1;1;1;1
9943;1;1;1;1;1;1
9746;1;1;1;1;1;1
6957;1;1;1;1;1;1
13921;1;1;0;1;0;1
18702;0;0;0;0;1;0
6180;1;1;1;1;1;1
8369;1;1;1;1;1;1
14302;0;0;1;0;0;0
15317;0;0;0;1;0;0
13192;0;0;0;1;0;1
6655;1;1;1;1;1;1
13071;0;1;0;1;0;1
9249;1;1;1;1;1;1
20146;0;0;0;1;0;0
1853;1;1;1;1;1;1
477;1;1;1;1;1;1
5004;0;0;0;0;1;0
10022;1;1;1;1;1;1
9097;1;1;1;1;1;1
20719;0;0;0;0;1;0
12751;1;0;0;0;0;0
15762;1;0;0;1;1;0
3847;1;1;1;1;1;1
8202;1;1;1;1;1;1
21885;0;0;0;0;1;1
18173;0;0;1;0;0;0
6681;1;1;1;1;1;1
6392;1;1;1;0;1;1
5300;1;1;1;1;1;1
11811;1;1;1;1;0;1
13008;0;0;0;0;1;0
11714;0;1;1;1;1;1
21517;0;0;1;0;1;0
16514;0;1;0;1;0;1
10816;0;1;0;1;0;1
15410;0;1;0;1;0;1
9801;1;1;1;1;1;1
22880;0;0;0;1;0;1
7636;0;0;1;0;0;1
15879;0;1;0;1;0;1
10188;1;1;1;1;1;1
12149;1;1;1;1;0;1
17290;0;1;0;1;0;1
15628;0;1;0;1;0;1
18228;0;0;1;0;0;0
16155;0;1;0;1;0;1
11414;1;1;0;1;1;1
4524;1;1;1;1;1;1
2402;1;1;1;1;1;1
556;1;1;1;1;1;1
10499;0;1;0;1;0;1
17337;0;1;0;1;0;1
16317;1;1;0;0;0;1
21922;0;1;0;0;0;1
18926;1;0;0;0;0;0
13095;0;1;0;1;0;1
7457;0;1;1;1;1;1
20667;0;0;0;0;1;0
3886;1;1;1;1;1;1
4808;1;1;1;1;1;1
13096;0;1;0;1;0;1
13994;0;1;0;1;1;1
6063;1;1;1;1;1;1
15374;0;1;0;1;0;1
18947;0;0;0;0;0;1
20456;1;0;0;0;0;0
22374;0;1;0;1;0;0
2134;1;1;1;1;1;1
12113;1;1;1;1;0;1
3290;0;1;1;1;1;1
7550;1;1;1;1;0;1
9145;1;1;1;1;1;1
21639;0;0;1;0;1;0
2158;1;1;1;1;1;1
22144;0;1;0;1;0;0
4733;1;1;1;1;1;1
4836;0;1;0;1;0;1
4981;1;1;1;1;1;1
3899;0;0;0;1;1;0
16967;0;1;0;1;0;1
2463;1;1;1;1;1;1
6194;1;1;1;1;1;1
8508;1;1;1;1;1;1
16244;0;1;0;1;0;1
11596;1;1;1;1;0;1
13391;0;0;1;1;1;1
20272;1;0;0;0;0;0
10834;0;1;0;1;0;1
15677;0;1;0;1;0;1
16379;0;1;0;1;0;1
11976;1;1;1;1;1;0
5997;1;1;1;1;1;1
10463;0;1;0;1;0;1
10446;0;0;0;0;1;0
2957;1;1;1;1;1;1
18066;0;0;1;0;0;0
11621;0;1;1;1;1;1
726;1;1;1;1;1;1
19142;0;0;0;0;0;1
20960;0;0;0;1;0;0
8671;1;1;1;1;1;1
14865;0;1;0;1;0;0
604;1;1;1;1;1;1
16737;0;1;0;1;0;1
143;1;1;1;1;1;1
13792;0;1;1;1;0;1
20053;0;0;0;1;0;0
7571;1;1;1;1;1;0
5420;0;1;1;1;1;1
14403;1;0;0;0;0;0
12534;1;0;1;0;1;0
1494;0;1;0;0;0;1
3804;0;0;0;1;0;0
16455;0;1;0;1;0;1
16798;0;1;0;1;0;1
717;1;1;1;1;1;1
15527;0;1;0;1;0;1
17698;0;0;0;1;1;1
18763;1;0;0;0;0;0
22509;0;1;0;0;0;1
8792;1;1;1;1;1;1
1869;1;1;1;1;1;1
8529;1;1;1;1;1;1
15937;0;1;0;1;0;1
15453;0;1;0;1;0;1
14364;0;0;1;0;0;0
870;1;0;0;0;0;0
18303;0;0;0;0;1;0
6460;1;1;1;1;1;1
23092;0;0;0;1;0;1
7942;1;1;1;1;1;1
9463;1;1;1;1;1;1
3893;1;1;1;1;0;1
5158;0;1;1;1;1;1
18045;0;0;1;0;0;0
11675;0;1;1;1;1;1
12604;0;0;1;0;0;0
2516;1;1;1;1;1;1
12508;0;0;0;1;0;1
19016;0;0;0;0;0;1
1708;1;1;1;1;0;1
9515;1;1;1;1;1;1
4493;1;1;1;1;1;1
22426;0;1;0;1;0;0
22642;0;0;0;1;0;1
2119;1;1;1;1;1;1
8736;1;1;1;1;1;1
3600;1;1;1;1;1;1
15089;0;0;0;1;0;0
23072;0;0;0;1;0;1
8548;1;1;1;1;1;1
5645;1;1;1;1;0;1
636;1;1;1;1;1;1
3329;1;1;1;1;1;1
9809;1;1;1;1;1;1
18626;1;0;0;0;0;0
10762;0;1;0;1;1;1
275;0;0;0;0;0;1
9073;1;1;1;1;1;1
19075;0;0;0;0;0;1
2514;1;1;1;1;1;1
3219;1;1;1;1;1;1
16646;0;1;0;1;0;1
6519;1;1;1;1;1;1
5539;0;1;1;1;1;1
5161;1;1;1;1;1;1
19097;0;0;0;0;1;0
3784;1;1;1;1;1;1
12602;0;1;1;0;1;0
20112;0;0;0;1;0;0
10830;0;0;0;0;0;1
18453;1;0;0;0;0;0
12867;0;0;0;0;0;1
16547;0;1;0;1;0;1
8490;1;1;1;1;1;1
11762;1;1;1;1;0;1
4828;1;1;1;1;1;1
17323;0;1;0;1;0;1
13393;1;1;0;1;0;1
9086;1;1;1;1;1;1
15609;0;1;0;1;0;1
2127;1;1;1;1;1;1
4661;1;1;1;1;1;1
10589;0;1;1;1;0;1
22319;0;1;0;1;0;0
309;1;1;1;1;1;1
1561;1;1;1;1;1;1
17204;0;1;0;1;0;0
18366;0;0;1;0;0;0
12459;0;1;0;1;0;0
15339;0;1;0;1;0;1
21624;0;0;0;1;0;1
17787;0;0;0;1;0;0
14999;0;0;0;1;0;1
5486;1;0;1;0;1;0
20248;1;0;0;0;0;0
17059;0;1;0;1;0;1
4598;1;1;1;1;1;1
20713;0;1;0;0;0;0
18545;1;0;0;0;0;0
10995;0;0;0;1;0;1
2845;1;1;1;1;1;1
16032;1;0;1;0;1;0
17082;0;1;0;1;0;1
15053;0;0;0;1;0;1
19095;0;0;0;0;0;1
1032;1;1;1;1;1;1
708;1;1;1;1;1;1
13433;0;1;0;1;1;1
10969;0;1;1;1;0;1
10654;0;0;1;0;1;0
4565;1;1;1;1;1;1
10794;0;0;0;0;0;1
14651;0;0;0;0;0;1
10933;0;1;0;0;0;0
9404;1;1;1;1;1;1
891;1;1;1;1;1;1
9496;1;1;1;1;1;1
16919;0;1;0;1;0;1
12572;1;0;1;0;0;0
6666;1;1;1;1;1;1
7650;0;1;0;1;0;1
15298;0;0;0;1;0;0
1848;1;1;0;1;1;1
9328;1;1;1;1;1;1
8553;1;1;1;1;1;1
16546;0;1;0;1;0;1
21473;0;0;1;1;0;0
16149;0;1;0;1;0;1
2721;1;1;1;1;1;1
6848;1;1;1;1;1;1
19201;0;0;0;0;0;1
22142;0;1;0;0;0;1
17260;0;1;0;1;0;1
12880;0;0;0;1;0;1
864;1;1;1;1;1;1
21819;0;0;0;1;0;1
8226;1;1;1;1;1;1
3557;1;1;1;1;1;1
22055;0;1;0;0;0;1
9136;1;1;1;1;1;1
327;1;1;0;1;1;0
7599;1;1;0;1;1;1
2783;1;1;1;1;1;1
10674;0;1;1;1;0;1
17153;0;1;0;1;0;1
1903;1;1;1;1;1;1
1670;1;1;1;1;1;1
22324;0;1;0;1;0;0
6513;1;1;1;1;1;1
18668;1;0;0;0;0;0
11384;1;1;1;1;0;1
3980;1;1;1;1;0;1
7157;0;1;0;1;1;1
21105;0;0;0;1;0;1
4397;1;1;1;1;1;1
16774;0;1;0;1;0;1
16061;1;0;1;0;1;0
13512;1;0;1;1;0;1
1399;1;1;1;1;1;1
17700;0;0;0;1;1;1
5945;1;1;1;1;1;1
9015;1;1;1;1;1;1
3579;1;1;1;1;1;1
18217;0;0;1;0;0;0
9911;1;1;1;1;1;1
15294;0;0;0;1;0;0
20836;0;0;0;1;0;0
5932;1;1;1;1;1;1
17644;0;1;0;1;0;1
21695;0;0;1;0;1;0
3607;1;1;1;1;1;1
13900;1;1;0;1;0;1
11519;0;1;1;1;1;1
13890;1;1;0;1;1;0
1411;1;1;1;1;0;1
14814;0;0;1;0;1;0
7737;0;0;0;0;0;1
11071;1;0;0;0;0;0
14862;0;1;0;0;0;1
19944;0;0;0;1;0;0
19444;0;0;0;0;1;0
1973;1;1;1;1;1;1
656;1;1;1;1;1;1
9178;1;1;1;1;0;1
21380;0;0;1;0;1;0
347;1;1;1;1;1;1
725;1;1;1;1;1;1
17873;0;0;0;1;0;0
7584;1;0;1;1;1;1
10077;1;1;1;1;1;1
706;1;1;1;1;1;1
1611;1;1;1;1;1;1
5986;1;1;1;1;1;1
9815;1;1;1;1;1;1
15150;1;0;0;0;1;0
6448;1;1;1;1;1;1
19517;0;0;0;0;1;0
15076;0;0;0;1;0;0
12259;1;1;1;0;1;1
20561;0;0;0;0;0;1
20994;0;0;0;1;0;0
16764;0;1;0;1;0;1
16636;0;1;0;1;0;1
3346;1;1;1;1;1;1
11095;1;1;0;1;1;1
12251;1;1;1;1;1;0
1547;1;1;1;1;1;1
21076;0;0;0;1;0;0
5929;1;1;1;1;1;1
6202;1;1;1;1;1;1
21157;0;0;0;1;0;1
9250;1;1;1;1;1;1
8319;1;1;1;1;1;1
7038;1;1;1;1;1;1
18433;1;0;0;0;0;0
2824;1;1;1;1;1;1
5141;0;1;1;1;0;1
6625;0;1;0;0;0;0
244;0;0;0;0;1;0
14560;0;1;0;0;0;1
9914;1;1;1;1;1;1
10824;0;0;0;0;0;1
2703;0;0;0;0;1;0
3343;1;1;1;1;1;1
19196;0;0;0;0;1;0
1389;1;1;1;1;1;1
8879;1;1;1;1;1;1
1657;1;1;1;1;1;1
6195;1;1;1;1;1;1
14961;0;0;0;1;0;0
8966;1;1;1;1;1;1
21928;0;1;0;0;0;1
689;1;1;1;1;1;1
2768;1;1;1;1;1;1
20772;0;0;0;1;0;0
14047;0;0;0;1;0;1
15614;0;1;0;1;0;1
3204;1;1;1;1;1;1
11769;1;1;1;1;0;1
17573;0;1;0;1;0;1
9017;1;1;1;1;1;1
12202;1;1;1;1;0;1
20135;0;0;1;0;0;0
16897;0;1;0;1;0;1
15086;0;0;0;1;0;0
11331;0;1;1;1;1;1
461;1;1;1;1;1;1
11295;1;1;1;1;0;1
14613;0;1;0;0;0;1
7764;0;1;1;1;1;1
2731;1;1;1;1;1;1
1472;1;1;1;1;1;1
12067;0;1;1;1;1;1
1108;1;1;1;1;1;1
9697;1;1;1;1;1;1
1214;1;1;1;1;1;1
12465;0;0;1;1;1;0
7745;1;1;1;1;0;1
16871;0;1;0;1;0;1
17055;0;1;0;1;0;1
10267;1;1;1;1;1;1
665;0;0;0;0;1;0
15302;0;0;0;1;0;0
21812;0;0;0;1;0;1
2556;1;1;1;1;1;1
12383;1;1;0;1;1;1
6348;1;1;0;1;0;1
13988;0;1;1;1;0;1
9736;1;1;1;1;1;1
2061;1;1;1;1;1;1
14919;0;1;0;0;0;0
17669;0;1;0;1;0;1
17607;0;1;0;1;0;1
1520;1;1;1;1;1;1
15972;0;0;1;1;0;1
2538;1;1;1;1;1;1
3735;0;1;0;0;0;1
13024;0;0;0;0;1;0
6215;1;1;1;1;0;1
9775;1;1;1;1;1;1
11215;1;1;1;1;0;1
11308;1;1;1;1;0;1
23087;0;0;0;1;0;1
17943;0;0;1;0;0;0
9843;1;1;1;1;1;1
6811;0;0;0;1;0;0
4020;1;1;1;1;1;1
12869;0;0;0;0;0;1
9836;1;1;1;1;1;1
15768;0;1;0;1;0;1
1324;1;1;1;1;1;1
14673;0;0;0;0;1;0
5593;1;1;1;1;1;1
21219;0;0;0;1;0;1
8824;1;1;1;1;1;1
14098;0;0;0;1;0;1
3895;1;1;1;1;1;1
3779;1;1;1;1;1;1
6633;0;1;0;0;0;0
573;0;0;0;1;0;0
21072;0;0;0;1;0;0
23098;0;0;0;1;0;1
22732;0;0;0;1;0;1
20660;0;0;0;0;1;0
8381;1;1;1;1;1;1
22499;0;1;0;0;0;1
14854;0;1;0;0;0;0
351;1;1;1;1;1;1
19225;0;0;0;0;0;1
22322;0;1;0;0;0;1
2856;1;1;1;1;1;1
1607;1;1;1;1;0;1
1097;1;1;1;1;1;1
17023;0;1;0;1;0;1
21965;0;1;0;0;0;1
21414;0;0;1;0;1;0
16918;0;1;0;1;0;1
18063;0;0;1;0;0;0
6925;1;1;1;1;1;1
20590;0;0;0;0;0;1
8237;1;1;1;1;1;1
21456;0;0;1;0;0;1
6104;1;1;1;1;1;1
7691;0;1;0;1;0;1
18676;1;0;0;0;0;0
18635;1;0;0;0;0;0
4261;1;1;1;1;0;1
22163;0;1;0;1;0;0
2695;1;1;1;1;1;1
15136;1;0;0;0;0;0
10206;1;1;1;1;1;1
18306;0;0;1;0;0;0
21195;0;0;0;1;0;1
4454;1;1;1;1;1;1
14385;1;0;0;0;0;0
11266;1;1;1;1;0;1
3934;1;1;1;1;1;1
7417;1;1;1;1;0;1
14118;0;0;0;1;0;0
15134;1;0;0;0;0;0
6629;1;1;1;1;1;1
21869;0;0;0;1;0;1
10975;1;1;0;1;0;1
3811;1;0;0;0;0;0
14235;0;0;1;0;0;0
1475;1;1;1;1;1;1
12994;0;1;0;1;0;1
772;1;1;1;1;1;1
19215;0;0;0;0;0;1
18674;1;0;0;0;0;0
7176;1;0;1;0;1;0
9141;1;1;1;1;1;1
8142;1;1;1;1;1;1
3490;0;1;1;1;1;1
11168;1;1;1;1;0;1
9369;1;1;1;1;1;1
3655;1;1;1;1;1;1
21927;0;1;0;0;0;1
9157;1;1;1;1;1;1
15771;0;1;0;1;0;1
1302;1;1;1;1;1;1
5988;1;1;1;1;0;1
6577;1;1;1;1;1;1
15194;1;0;0;0;0;0
5991;1;1;1;1;1;1
4515;1;1;1;1;1;1
489;1;1;1;1;1;1
1553;1;1;1;1;1;1
12053;1;1;1;1;0;1
4156;1;1;1;1;1;1
18752;1;0;0;0;0;0
1522;1;1;1;1;1;1
5781;1;1;1;1;1;1
2671;1;1;1;1;1;1
13585;0;1;1;1;0;1
1086;1;1;1;1;1;1
20998;0;0;0;1;0;0
19716;0;0;0;0;1;0
15816;0;1;0;1;0;1
14267;0;0;0;0;1;0
11930;1;1;1;1;0;1
447;1;1;0;1;0;1
3027;1;1;1;1;1;1
12188;1;0;1;1;1;1
9423;1;1;1;1;1;1
4923;1;1;1;1;1;1
9717;1;1;1;1;1;1
20735;0;1;0;0;0;0
2977;1;1;1;1;1;1
2376;1;1;1;1;1;1
5303;1;1;1;1;1;1
12379;1;1;0;1;1;1
21905;0;1;0;0;0;1
3648;1;1;1;0;1;1
12658;1;0;1;0;1;0
7220;1;1;1;1;0;1
3742;0;0;0;0;0;1
10024;1;1;1;1;1;1
17020;0;1;0;1;0;1
6142;1;1;1;1;1;1
17866;0;0;0;1;0;0
6064;1;1;1;1;1;1
15045;0;0;1;1;0;0
3872;1;1;1;1;1;1
11008;0;1;0;1;0;1
1652;1;1;1;1;1;1
1749;1;1;1;1;1;1
15110;0;0;1;0;0;0
13423;1;0;1;1;1;0
6323;1;1;1;1;1;1
19653;0;1;0;0;0;0
8530;1;1;1;1;1;1
3672;1;1;1;1;1;1
22835;0;0;0;1;0;1
22924;0;0;0;1;0;1
11366;1;1;0;1;1;1
4594;1;1;1;1;1;0
16683;0;1;0;1;0;1
23078;0;0;0;1;0;1
21732;1;0;1;0;0;0
7974;1;1;1;1;1;1
10490;0;1;0;1;0;1
2180;1;1;1;0;1;0
7713;0;1;0;1;0;1
668;0;1;0;1;0;1
4183;1;1;1;1;1;1
21643;0;0;1;0;1;0
17894;0;0;1;0;0;0
22139;0;1;0;0;0;1
15699;0;0;1;1;1;0
16475;0;1;0;1;0;1
21541;0;1;0;0;0;1
2864;0;1;1;1;1;1
10402;1;1;1;1;1;1
21486;0;0;1;0;1;0
11652;0;1;1;1;1;1
17158;0;1;0;1;0;1
18938;0;0;0;0;0;1
10529;0;0;1;0;0;0
18645;1;0;0;0;0;0
3397;1;1;1;1;1;1
21844;1;0;1;0;0;0
2258;1;1;1;1;1;1
12578;0;0;1;0;0;1
21526;0;0;1;0;1;0
12973;0;1;0;1;0;1
22170;0;1;0;0;0;1
8781;1;1;1;1;1;1
17177;0;1;0;1;0;1
2488;1;1;1;1;1;1
8217;1;1;1;1;1;1
7501;1;1;1;1;0;1
22349;0;1;0;0;0;1
17088;0;1;0;1;0;1
2882;1;1;1;1;1;1
11455;1;1;0;1;1;1
20970;0;0;0;0;1;0
13753;1;1;1;0;0;1
9991;1;1;1;1;1;1
3969;1;1;1;1;1;1
22005;0;1;0;1;0;0
3760;0;1;1;1;1;1
19760;0;1;0;0;0;0
5468;1;1;1;1;1;1
21338;0;0;0;1;0;1
13145;0;1;0;1;0;0
4426;0;1;1;1;1;1
21647;0;0;0;1;0;1
2999;1;1;1;1;1;1
7276;1;1;1;0;0;1
13814;0;1;0;1;1;1
22807;0;0;0;1;0;1
19460;0;0;0;0;1;0
12935;0;0;0;0;0;1
17317;0;1;0;1;0;1
17374;0;1;0;1;0;1
15874;0;1;0;1;0;1
10042;1;1;1;1;1;1
13510;1;1;0;1;1;0
3826;1;1;1;1;1;1
301;1;1;1;1;1;1
8295;1;1;1;1;1;1
4144;1;1;1;1;1;1
23128;0;0;0;1;0;1
2830;1;1;1;1;1;1
15283;0;0;0;1;0;0
10137;1;1;1;1;1;1
22406;0;1;0;0;0;1
21049;0;0;0;1;0;0
19503;0;0;0;0;1;0
19886;0;0;0;1;0;0
3070;1;1;1;1;1;1
29;0;0;0;0;0;1
8646;1;1;1;1;1;1
3665;1;1;1;1;0;1
4799;0;1;0;0;1;1
16912;0;1;0;1;0;1
1988;1;1;1;1;1;1
23066;0;0;0;1;0;1
2647;1;1;1;1;1;1
16297;1;0;0;1;0;1
1961;1;1;1;1;1;1
9105;1;1;1;1;1;1
13085;0;1;1;0;1;0
9541;1;1;1;1;1;1
16632;0;1;0;1;0;1
7620;1;1;0;1;1;1
17266;0;1;0;1;0;1
13617;0;1;1;1;0;1
4843;1;1;1;1;1;1
13756;0;1;1;1;0;1
10226;1;1;1;1;1;1
14809;0;0;0;0;1;0
11751;0;1;1;1;1;1
4076;1;1;1;1;1;1
1241;0;0;0;0;0;1
1339;1;1;1;0;1;1
238;1;1;1;1;1;1
6523;1;1;1;1;1;1
16720;0;1;0;1;0;1
2586;1;1;1;1;1;1
21469;0;0;1;0;1;0
21316;0;0;0;1;0;1
20241;1;0;0;0;0;0
9787;1;1;1;1;1;1
10194;1;1;1;1;1;1
4123;1;1;1;1;0;1
6397;1;1;1;1;1;1
12481;0;1;0;1;0;0
22274;0;1;0;1;0;0
21573;0;0;1;0;1;0
336;1;1;1;1;1;1
8941;1;1;1;1;1;1
2953;1;1;1;1;1;1
3288;1;1;1;1;0;1
8892;1;1;1;1;1;1
13840;1;1;0;1;0;1
5332;1;1;1;1;1;1
10175;1;1;1;1;1;1
22248;0;1;0;1;0;0
11904;1;0;1;1;1;1
16619;0;1;0;1;0;1
21062;0;0;0;1;0;0
19103;0;0;0;0;0;1
798;1;1;1;1;1;1
13866;1;1;0;1;0;1
12946;0;1;0;0;1;1
1725;1;1;1;1;0;1
21502;0;0;1;0;1;0
2483;1;1;1;1;1;1
12606;0;0;1;0;0;0
9659;1;1;1;1;1;1
16100;0;1;0;1;0;1
2604;1;1;1;1;1;1
17430;0;1;0;1;0;1
2871;1;1;1;1;1;1
13249;0;1;0;1;0;0
8153;1;1;1;1;1;1
14199;0;0;1;0;0;0
7247;1;0;1;0;1;0
12634;0;0;1;0;0;0
17693;0;0;0;1;1;1
18276;0;0;0;0;1;0
11883;1;1;1;1;0;1
87;1;1;1;1;1;1
9308;1;1;1;1;1;1
20522;1;0;0;0;0;0
20723;0;1;0;0;0;0
10365;1;1;1;1;1;1
5239;1;1;1;1;1;1
7296;1;1;1;0;0;1
4115;1;1;1;1;1;1
12184;1;1;1;1;1;0
5371;1;1;1;1;0;1
7433;1;1;1;1;0;1
14722;0;1;0;0;0;1
9566;1;1;1;1;1;1
15173;1;0;0;0;0;0
5035;1;1;1;1;1;1
15974;0;1;0;1;0;1
9998;1;1;1;1;1;1
12893;0;1;0;1;0;1
10253;1;1;1;1;1;1
11496;0;1;1;1;1;1
22249;0;1;0;1;0;0
15663;0;1;0;1;0;1
2693;1;1;1;1;1;1
2104;1;1;1;1;1;1
18462;1;0;0;0;0;0
7681;0;1;0;1;0;1
15474;0;1;0;1;0;1
21956;0;1;0;0;0;1
