Row;Arabidopsis thaliana;Brachypodium distachyon;Musa acuminata;Oryza sativa;Phoenix dactylifera;Sorghum bicolor
945;1;1;1;1;1;1
7905;0;0;0;0;1;0
17021;0;1;0;1;0;1
18622;1;0;0;0;0;0
18744;1;0;0;0;0;0
8293;1;1;1;1;1;1
6772;1;1;1;1;1;1
18708;1;0;0;0;0;0
12504;0;0;0;1;0;1
3357;1;0;1;1;1;0
11093;0;0;0;1;0;0
9644;1;1;1;1;1;1
11839;1;1;1;1;0;1
14186;0;0;1;0;1;0
8609;1;1;1;1;1;1
11194;1;1;1;1;0;1
11726;1;1;1;1;0;1
5678;1;1;1;1;0;1
11868;1;1;1;1;0;1
17070;0;1;0;1;0;1
8908;1;1;1;1;1;1
20198;0;0;0;0;1;0
6006;1;1;0;1;1;1
22848;0;0;0;1;0;1
10215;1;1;1;1;1;1
3725;1;1;1;1;1;1
15307;0;0;0;1;0;0
5243;1;1;1;1;1;1
10465;0;0;0;0;1;0
7017;1;1;1;1;1;1
17229;0;1;0;1;0;1
771;1;1;1;1;1;1
4655;1;1;1;1;1;1
8536;1;1;1;1;1;1
5968;1;1;0;1;1;1
13497;1;0;1;1;0;1
1634;1;1;1;1;1;1
4911;1;1;1;1;1;1
18903;1;0;0;0;0;0
16869;0;1;0;1;0;1
6371;1;1;1;1;1;1
16833;0;1;1;0;1;0
12455;0;0;0;0;1;0
15492;0;1;0;1;0;1
13575;0;1;1;0;1;1
3841;1;1;1;1;1;1
14693;0;0;0;1;0;1
8810;1;1;1;1;1;1
20334;1;0;0;0;0;0
18509;1;0;0;0;0;0
13689;1;1;1;1;0;0
20250;1;0;0;0;0;0
20326;1;0;0;0;0;0
8305;1;1;1;1;1;1
4392;1;1;1;1;1;1
22263;0;1;0;1;0;0
8364;1;1;1;1;1;1
21168;0;0;0;1;0;1
21520;0;0;1;0;1;0
15560;0;1;0;1;0;1
15009;0;1;0;1;0;0
15447;0;1;0;1;0;1
17618;0;1;0;1;0;1
21822;1;0;1;0;0;0
7253;1;1;1;1;1;0
19433;0;0;0;0;1;0
22982;0;0;0;1;0;1
15568;0;1;0;1;0;1
17242;0;1;0;1;0;1
20324;1;0;0;0;0;0
22381;0;1;0;1;0;0
5499;1;1;1;1;0;1
13975;0;1;1;1;0;1
9862;1;1;1;1;1;1
20572;0;0;0;0;0;1
16344;1;0;0;1;0;1
20925;0;0;0;1;0;0
18533;1;0;0;0;0;0
17932;0;0;1;0;0;0
117;1;1;1;1;1;1
13614;0;1;1;1;0;1
9144;1;1;1;1;1;1
5948;1;1;0;1;0;1
16115;0;0;1;1;0;1
14964;0;0;0;1;0;0
9868;1;1;1;1;1;1
5941;0;0;1;1;1;1
7420;1;1;1;1;0;1
5488;0;1;1;1;1;1
15559;0;1;0;1;0;1
9044;1;1;1;1;1;1
6849;1;1;1;1;1;1
18835;1;0;0;0;0;0
7816;0;1;0;1;0;0
4003;1;1;1;1;1;1
1487;1;1;1;1;1;1
11686;1;1;0;1;1;1
20384;1;0;0;0;0;0
7238;0;0;1;0;1;0
7061;1;1;1;1;1;1
996;1;1;1;1;1;1
4084;1;1;1;1;1;1
8120;1;1;1;1;1;1
3181;1;1;1;1;1;1
12376;1;1;0;1;1;1
16677;0;1;0;1;0;1
11936;1;1;1;1;0;1
2697;1;1;1;1;1;1
7370;1;1;1;1;0;1
3684;1;1;1;1;1;1
16564;0;1;0;1;0;1
727;1;1;1;1;1;1
3864;0;0;0;1;0;1
3992;1;1;1;1;1;1
5016;1;1;1;1;0;1
19224;0;0;0;0;0;1
2713;1;1;1;1;1;1
22573;0;1;0;0;0;1
19400;0;0;0;0;1;0
22761;0;0;0;1;0;1
22619;0;0;0;1;0;1
4486;1;1;1;1;0;1
18263;0;0;1;0;0;0
11717;1;1;1;1;0;1
19385;0;0;0;0;1;0
12825;0;0;0;1;0;1
3197;1;1;1;1;1;1
22032;0;1;0;1;0;0
7585;1;0;1;1;1;1
22634;0;0;0;1;0;1
1566;1;1;1;1;1;1
16090;0;0;1;1;0;1
1705;1;1;1;1;1;1
20871;0;0;0;1;0;0
16814;0;1;0;1;0;1
16550;0;1;0;1;0;1
15692;0;1;0;1;0;1
19625;0;1;0;0;0;0
13745;1;1;1;0;1;0
21826;1;0;0;0;1;0
3667;1;0;0;0;1;0
17474;0;1;0;1;0;1
6017;1;1;1;1;1;1
6626;1;1;1;1;1;1
22258;0;1;0;0;0;1
14329;0;0;1;0;1;0
7626;1;1;0;1;1;1
9061;1;1;1;1;1;1
10546;1;0;1;0;1;0
14977;0;0;1;0;1;0
2531;0;1;1;1;1;1
22117;0;1;0;0;0;1
16606;0;1;0;1;0;1
10657;0;1;1;1;0;1
9655;1;1;1;1;1;1
3675;1;1;1;1;1;1
7463;1;0;1;0;1;0
5147;0;0;1;1;0;1
5088;1;1;1;1;1;1
11778;1;1;1;1;0;1
188;1;1;1;1;1;1
11387;1;1;1;1;0;1
3646;1;1;0;1;1;1
16000;0;1;0;1;0;1
9952;1;1;1;1;1;1
12540;0;0;1;0;1;0
1010;1;1;1;1;1;1
5022;0;1;1;1;1;1
18826;1;0;0;0;0;0
1394;0;1;1;1;1;1
4758;1;1;1;1;1;1
13473;1;1;0;1;0;1
6614;0;1;0;0;0;1
17006;0;1;0;1;0;1
20722;0;1;0;0;0;0
21166;0;0;0;1;0;1
4783;1;1;1;1;1;1
22868;0;0;0;1;0;1
22208;0;1;0;0;0;1
7381;1;0;1;0;1;0
17142;0;1;0;1;0;1
3638;1;1;1;1;1;1
7193;1;1;1;0;0;0
22703;0;0;0;1;0;1
18324;0;0;1;0;0;0
10412;1;1;1;1;1;1
2282;0;1;0;0;0;0
18524;1;0;0;0;0;0
6438;1;1;1;1;1;1
10060;1;1;1;1;1;1
7431;1;1;1;1;1;0
20217;0;0;0;0;1;0
8809;1;1;1;1;1;1
4006;1;1;1;1;1;1
3165;1;1;1;1;1;1
18876;0;0;0;0;1;0
11347;0;1;1;1;0;1
17918;0;0;0;0;1;0
10604;0;0;1;0;1;0
6028;1;1;1;1;1;1
6816;1;1;1;1;1;1
19057;0;0;0;0;0;1
247;1;1;1;1;1;1
5664;1;1;1;1;1;1
2904;0;1;0;1;1;1
10089;1;1;1;1;1;1
20711;0;1;0;0;0;0
3289;1;1;1;1;1;1
1835;1;1;1;1;1;1
8247;1;1;1;1;1;1
2781;1;1;1;1;1;1
10869;0;1;1;1;0;1
11323;1;1;1;1;1;0
14853;0;1;0;0;0;0
2600;1;1;1;1;1;1
3953;1;1;1;1;0;1
13539;0;1;0;1;0;1
14468;1;0;1;0;0;0
16353;0;1;0;1;0;1
12394;1;1;0;1;1;1
22173;0;1;0;0;0;1
14778;0;0;0;0;1;0
6880;1;1;1;1;1;1
21653;0;0;1;0;1;0
20069;0;0;0;1;0;0
8542;1;1;1;1;1;1
15214;0;0;0;0;0;1
9185;1;1;1;1;1;1
3810;1;0;0;0;0;0
15383;0;1;0;1;0;1
16222;0;1;0;1;0;1
20757;0;1;0;0;0;0
10575;0;0;1;0;1;0
19343;0;0;0;0;1;0
22569;0;1;0;0;0;1
8969;1;1;1;1;1;1
7142;1;1;1;1;0;1
20478;1;0;0;0;0;0
983;1;1;1;1;0;1
10709;1;1;0;1;0;1
5402;1;1;1;1;1;1
14071;0;0;0;1;0;0
8020;1;1;1;1;1;1
16500;0;1;0;1;0;1
13830;1;0;1;0;1;1
17841;0;0;0;1;0;0
289;1;1;1;1;1;1
11756;1;1;0;1;1;1
12216;1;1;1;1;0;1
452;1;1;1;1;1;1
19341;0;0;0;0;0;1
20194;0;0;1;0;0;0
20917;0;0;0;0;1;0
7275;0;0;1;1;1;1
19658;0;0;0;0;1;0
7709;0;1;0;1;0;1
5789;0;1;1;1;1;1
3339;1;1;1;1;1;1
591;1;1;1;1;1;1
1597;1;1;1;1;1;1
5432;1;1;1;1;1;1
17250;0;1;0;1;0;1
3989;1;1;1;1;1;1
10774;0;0;0;0;0;1
11791;1;1;1;1;0;1
15303;0;0;0;1;0;0
22645;0;0;0;1;0;1
1920;1;1;1;1;1;1
12324;1;1;0;1;1;1
6265;1;1;1;1;1;1
8162;1;1;1;1;1;1
4701;1;1;1;1;1;1
17165;0;1;0;1;0;1
17952;0;0;1;0;0;0
12802;0;1;0;1;0;1
8492;1;1;1;1;1;1
13018;0;1;0;0;1;1
4082;1;1;1;1;1;1
12546;0;0;1;0;1;0
4223;1;1;1;1;1;1
10131;1;1;1;1;1;1
5045;1;1;1;1;1;1
6298;1;1;1;1;1;1
11688;1;1;1;1;0;1
14310;0;0;1;0;0;0
22441;0;1;0;1;0;0
5891;1;1;1;1;1;1
5769;1;1;1;1;1;1
6691;1;1;1;1;1;1
13412;0;1;0;1;1;1
1269;1;1;1;1;1;1
6338;1;1;1;1;1;1
15742;0;1;0;1;0;1
14136;0;0;0;1;0;0
18836;1;0;0;0;0;0
19134;0;0;0;0;0;1
13652;0;1;1;0;1;1
22579;0;1;0;1;0;0
20569;0;0;0;0;0;1
8245;1;1;1;1;1;1
4479;1;1;1;1;1;1
6127;1;1;1;1;1;1
7047;1;1;1;1;1;1
7614;1;0;0;0;0;0
11207;1;1;1;1;0;1
13721;1;0;1;1;0;1
2476;1;1;1;1;1;1
17086;0;1;0;1;0;1
5255;0;1;1;1;1;1
20738;0;1;0;0;0;0
13091;0;1;0;1;0;1
13142;0;1;0;0;0;0
18210;0;0;1;0;0;0
2943;1;1;1;1;1;1
19428;0;0;0;0;1;0
17594;0;1;0;1;0;1
2499;1;1;1;1;1;1
17498;0;1;0;1;0;1
19026;0;0;0;0;0;1
5738;1;1;1;1;0;1
9370;1;1;1;1;0;1
6343;0;0;0;0;0;1
227;0;1;1;1;1;1
12593;1;0;1;0;0;0
18699;1;0;0;0;0;0
20659;0;0;0;0;1;0
13020;0;0;1;0;1;1
15542;0;1;0;1;0;1
2146;1;1;1;1;1;1
12403;1;1;0;1;1;1
295;1;1;1;1;1;1
12669;0;0;1;0;1;0
10620;1;0;1;1;0;1
1742;1;1;1;1;1;1
112;1;1;0;1;0;1
6963;1;1;1;1;1;1
19384;0;0;0;0;1;0
5320;1;1;1;1;1;1
14553;0;0;0;1;0;1
979;1;1;1;1;1;1
5383;1;1;1;1;1;1
10769;1;0;1;1;0;1
10104;1;1;1;1;1;1
10426;1;1;1;1;1;1
23134;0;0;0;1;1;0
13224;0;1;0;1;0;1
13070;0;1;0;0;0;0
8267;1;1;1;1;1;1
9118;1;1;1;1;1;1
3555;1;1;1;1;1;1
12199;1;1;1;1;0;1
8996;1;1;1;1;1;1
6253;1;1;1;1;1;1
3868;0;0;0;1;0;1
17479;0;1;0;1;0;1
15634;0;1;0;1;0;1
8330;1;1;1;1;1;1
4129;1;1;1;1;1;1
6779;1;1;1;1;1;1
13996;0;1;0;1;1;1
6789;1;1;1;1;1;1
18714;1;0;0;0;0;0
2490;1;1;1;1;1;1
320;1;1;1;1;1;1
12283;1;1;1;1;0;1
15738;0;1;0;1;0;1
15023;0;0;0;1;0;1
1516;1;1;1;1;1;1
1820;0;1;0;1;0;1
9171;1;1;1;1;1;1
19928;0;0;0;1;0;0
6872;1;1;1;1;1;1
11177;1;1;1;1;0;1
5270;1;1;1;1;0;1
5731;1;1;1;1;1;1
21485;0;0;0;1;0;1
11486;0;1;1;1;1;1
18414;1;0;0;0;0;0
6294;1;1;1;1;1;1
8041;1;1;1;1;1;1
14557;0;0;0;0;0;1
10124;1;1;1;1;1;1
12520;1;0;1;0;0;0
2039;1;1;1;1;1;1
10038;1;1;1;1;1;1
6158;1;1;1;1;1;1
16557;0;1;0;1;0;1
6973;1;1;1;1;1;1
18042;0;0;1;0;0;0
342;0;1;0;1;0;1
8190;1;1;1;1;1;1
10731;1;1;0;1;0;1
3508;1;1;1;1;1;1
5419;0;1;1;1;1;1
16868;0;1;0;1;0;1
3879;0;1;0;1;0;1
4083;1;1;1;1;1;1
3367;1;1;1;1;1;1
5090;1;1;1;1;1;1
21721;1;0;1;0;0;0
4679;1;1;1;1;1;1
6177;1;1;1;1;1;1
6898;1;1;1;1;1;1
18615;1;0;0;0;0;0
11396;1;1;1;1;0;1
12474;0;0;0;1;0;1
18108;0;0;1;0;0;0
21783;1;0;1;0;0;0
8488;1;1;1;1;1;1
10569;0;1;1;1;0;1
3647;1;1;1;1;1;1
14033;0;1;0;1;1;1
11685;1;1;1;1;0;1
6025;1;1;1;1;1;1
17604;0;1;0;1;0;1
18237;0;0;1;0;0;0
7043;1;1;1;1;1;1
13859;1;1;0;1;0;1
14195;0;0;0;0;1;0
5684;1;1;1;1;1;1
17087;0;1;0;1;0;1
453;1;1;1;1;1;1
12032;1;1;1;1;0;1
10046;1;1;1;1;1;1
8656;1;1;1;1;1;1
34;1;1;1;1;1;1
14531;0;0;0;0;1;0
13195;0;1;0;1;0;1
13443;0;1;1;1;0;1
2761;1;1;1;1;1;1
20979;0;0;0;1;0;0
2289;0;0;0;1;0;1
8972;1;1;1;1;1;1
9406;1;1;1;1;1;1
4556;1;1;1;1;1;1
19660;0;0;0;0;1;0
607;1;1;1;1;1;1
20971;0;0;0;0;1;0
19502;0;0;0;0;1;0
13838;1;1;0;0;1;1
11159;1;1;1;1;0;1
11252;0;1;0;1;1;1
10262;1;1;1;1;1;1
20747;0;1;0;0;0;0
9313;1;1;1;1;1;1
6599;1;1;1;1;1;1
8721;1;1;1;1;1;1
12190;1;1;1;0;1;1
18798;1;0;0;0;0;0
21036;0;0;0;1;0;0
678;1;1;1;1;1;1
11925;1;1;1;0;1;1
5355;0;1;1;1;1;1
1682;1;1;1;1;0;1
11086;0;0;0;0;1;0
1690;1;1;1;1;1;1
5018;1;1;1;1;1;1
974;1;1;1;1;1;1
20173;0;0;1;0;0;0
17809;0;0;0;1;0;0
8085;1;1;1;1;1;1
10887;0;1;0;1;0;1
22404;0;1;1;0;0;0
22895;0;0;0;1;0;1
15837;0;1;0;1;0;1
19793;0;0;0;1;0;0
13343;1;0;0;0;0;0
19291;0;0;0;0;0;1
21416;0;0;1;0;1;0
4824;1;1;1;1;1;1
12834;0;1;0;1;0;1
4502;1;1;1;1;1;1
696;1;1;1;1;1;1
2389;0;1;1;1;1;1
1194;1;1;1;1;1;1
4094;1;1;1;1;0;1
2216;1;1;1;1;1;1
15970;1;0;1;0;1;0
8796;1;1;1;1;1;1
3121;1;1;1;1;1;1
7968;1;1;1;1;1;1
6405;1;1;1;1;1;1
4225;1;1;1;1;1;1
5023;1;1;1;1;1;1
11131;1;1;1;1;0;1
3350;0;1;1;1;1;1
4116;0;1;1;1;1;1
10216;1;1;1;1;1;1
22396;0;1;0;1;0;0
690;1;1;1;1;1;1
17486;0;1;0;1;0;1
10614;1;1;1;0;0;1
16465;0;1;0;1;0;1
16355;0;1;0;1;1;0
9812;1;1;1;1;1;1
8711;1;1;1;1;1;1
5043;1;1;1;1;1;1
4262;1;1;1;1;0;1
1123;1;1;1;1;1;1
10636;0;1;1;1;0;1
14092;0;0;0;1;0;1
20937;0;0;0;0;1;0
15167;1;0;0;0;0;0
21615;0;0;1;0;1;0
15968;0;1;0;1;0;1
2441;1;1;1;1;1;1
17026;0;1;0;1;0;1
3077;1;1;1;1;1;1
12209;1;1;1;1;0;0
126;1;0;0;0;0;0
21493;0;0;1;0;1;0
12738;1;0;0;1;0;1
11874;1;1;1;1;0;1
12106;1;1;1;0;1;1
12609;0;0;1;1;1;0
20003;0;0;0;0;1;0
21918;0;1;0;0;0;1
4506;1;1;1;1;1;1
19638;0;1;0;0;0;0
10347;1;1;1;1;1;1
13474;1;0;1;1;0;1
19296;0;0;0;0;0;1
1484;1;0;0;0;0;0
2485;1;1;1;1;1;1
19114;0;0;0;0;1;0
8651;1;1;1;1;1;1
20900;0;0;0;1;0;0
12513;0;0;0;1;0;0
11334;1;1;0;1;1;1
7810;1;1;0;1;1;1
17478;0;1;0;1;0;1
14923;0;1;0;1;0;0
11653;1;1;1;1;0;1
2801;1;1;1;1;1;1
11906;1;1;1;1;0;1
100;0;0;0;0;1;0
5207;1;0;1;1;1;1
536;1;1;1;1;1;1
5217;0;0;0;1;0;1
22532;0;1;0;1;0;0
8622;1;1;1;1;1;1
4133;1;1;1;1;1;1
21818;1;0;1;0;0;0
16268;0;0;0;1;1;1
6260;1;1;1;1;1;1
187;1;1;1;1;1;1
6584;1;1;1;1;1;1
20867;0;0;0;1;0;0
21277;0;0;0;1;0;1
19303;0;0;0;0;0;1
4414;1;1;1;1;0;1
21884;0;1;0;0;0;1
4844;0;0;0;1;0;1
2320;1;1;1;1;1;1
13664;0;1;1;1;0;1
1369;1;1;1;1;1;1
19220;0;0;0;0;0;1
6161;1;1;1;1;1;1
6197;1;1;1;1;1;1
9506;1;1;1;1;1;1
5691;0;1;1;1;1;1
13541;0;1;1;1;0;1
19844;0;0;0;1;0;0
13282;0;0;0;1;0;0
18496;1;0;0;0;0;0
3526;0;1;1;1;1;1
14441;1;0;0;0;0;0
801;1;1;1;1;1;1
2696;1;1;1;1;1;1
14371;0;0;1;0;1;0
3440;1;1;1;1;1;1
1990;1;1;1;1;1;1
9091;1;1;1;1;1;1
18312;0;0;1;0;0;0
760;0;0;0;1;0;1
3465;1;1;1;1;1;1
8848;1;1;1;1;1;1
1265;1;1;1;1;1;1
8761;1;1;1;1;1;1
19472;0;0;0;0;1;0
1582;1;1;1;1;1;1
14873;0;1;0;0;0;0
1784;1;1;1;1;1;1
8826;1;1;1;1;1;1
15259;0;0;0;1;0;0
3678;0;0;0;1;0;1
1939;1;1;1;1;1;1
2290;1;1;1;1;1;1
11796;0;1;1;1;1;1
12805;0;0;0;0;0;1
5476;0;1;1;1;0;1
1322;1;1;1;1;1;1
8703;1;1;1;1;1;1
8833;1;1;1;1;1;1
7344;1;1;1;1;0;1
22853;0;0;0;1;0;1
7689;1;1;1;1;0;1
17900;0;0;0;0;1;0
19954;0;0;0;1;0;0
13368;0;0;0;1;0;0
11325;1;1;1;1;0;1
209;1;1;1;1;1;1
10511;1;1;1;1;0;0
5947;1;0;0;0;0;0
5683;1;1;1;1;1;1
8800;1;1;1;1;1;1
10516;1;1;1;1;0;0
6111;1;1;1;1;1;1
18987;0;0;0;0;0;1
18722;1;0;0;0;0;0
4734;1;1;1;1;1;1
22734;0;0;0;1;0;1
22576;0;1;0;0;0;1
5323;1;1;1;1;1;1
21979;0;1;0;1;0;0
4296;1;1;1;1;1;1
2603;1;1;1;1;1;1
14069;0;0;0;0;1;0
22696;0;0;0;1;0;1
9534;1;1;1;1;1;1
14508;1;0;0;0;1;0
18321;0;0;1;0;0;0
19981;0;0;0;1;0;0
1605;1;1;1;1;1;1
141;1;1;1;1;1;1
22862;0;0;0;1;0;1
873;1;0;0;0;0;0
17473;0;1;0;1;0;1
20136;0;0;1;0;0;0
424;1;1;1;1;0;1
6472;1;1;1;1;1;1
13947;1;1;0;1;0;1
7108;0;1;0;1;0;1
4118;0;1;1;1;1;1
14273;0;0;1;0;0;0
6765;1;1;1;1;1;1
11532;1;1;1;1;0;1
8297;1;1;1;1;1;1
9569;1;1;1;1;1;1
7558;1;1;1;1;0;1
7676;0;0;0;1;0;1
1204;1;1;1;1;1;1
15157;1;0;0;0;0;0
4162;0;1;1;1;1;1
9008;1;1;1;1;1;1
1055;0;0;0;1;0;0
17865;0;0;0;1;0;0
18355;0;0;1;0;0;0
8911;1;1;1;1;1;1
14744;0;0;0;1;0;1
4950;1;1;1;1;1;1
19646;0;1;0;0;0;0
14182;0;0;1;0;0;0
12109;0;1;1;1;1;1
9024;1;1;1;1;1;1
3965;1;1;1;1;0;0
5413;1;1;1;1;0;1
1574;1;1;1;1;1;1
13804;0;1;1;1;0;1
43;0;0;0;0;0;1
20298;1;0;0;0;0;0
17096;0;1;0;1;0;1
9241;1;1;1;1;1;1
6540;1;1;1;1;1;1
4770;1;1;1;1;1;1
22520;0;1;0;0;0;1
9458;1;1;1;1;1;1
22810;0;0;0;1;0;1
10772;1;0;1;0;1;0
13026;1;0;1;0;1;0
13048;0;1;0;0;0;0
470;1;1;1;1;1;1
17874;0;0;0;0;1;0
21063;0;0;0;1;0;0
1960;1;1;1;1;1;1
4163;0;1;1;1;1;1
18115;0;0;1;0;0;0
7727;0;1;1;1;1;1
17702;0;0;0;1;0;0
5973;1;1;1;1;1;1
2181;1;1;1;1;1;1
22420;0;1;0;1;0;0
20;1;1;1;1;1;1
4467;1;1;1;1;1;1
13823;1;1;1;1;0;0
2914;0;1;0;1;0;1
1492;0;1;0;0;0;1
12547;0;0;1;0;0;1
896;0;0;0;1;0;0
14421;1;0;0;0;0;0
11463;1;1;1;1;0;1
9511;1;1;1;1;1;1
4936;1;1;1;1;1;1
22059;0;1;0;1;0;0
21279;0;0;0;1;0;1
12639;0;0;1;1;1;0
11684;1;1;1;1;0;1
2512;1;1;1;1;1;1
22582;0;1;0;1;0;0
9235;1;1;1;1;1;1
13653;0;1;1;0;1;1
14107;0;0;0;1;0;1
7115;0;1;0;1;0;1
16738;0;1;0;1;0;1
18899;1;0;0;0;0;0
11610;1;1;0;1;1;1
1283;1;1;1;1;1;1
2160;1;1;1;1;1;1
1495;0;0;0;1;0;1
5666;1;1;1;1;1;1
6130;1;1;1;1;1;1
15188;1;0;0;0;0;0
17065;0;1;0;1;0;1
2357;1;1;1;1;1;1
15553;0;1;0;1;0;1
3935;1;1;1;1;1;1
8354;1;1;1;1;1;1
19562;0;1;0;0;0;0
7858;0;1;0;1;0;1
11781;1;1;1;1;0;1
20028;0;0;0;1;0;0
11963;1;1;1;1;0;1
6890;1;1;1;1;1;1
3788;0;0;0;1;0;0
11099;1;1;1;1;0;1
3699;0;1;0;1;0;1
7503;1;1;1;1;0;1
7843;1;1;1;1;0;1
4769;1;1;1;1;1;1
3982;1;0;1;1;1;1
20653;0;0;0;0;1;0
9108;1;1;1;1;1;1
6703;1;1;1;1;1;1
17329;0;1;0;1;0;1
6107;1;1;1;1;1;1
6640;1;1;1;1;1;1
13953;1;1;0;1;0;1
12250;1;1;1;1;0;1
11109;0;1;1;1;1;1
6677;0;1;0;0;0;0
10851;0;1;1;1;0;1
8065;1;1;1;1;1;1
2530;1;1;1;1;1;1
13094;0;1;0;1;0;1
17944;0;0;1;0;0;0
14622;0;0;0;0;0;1
18931;0;0;0;0;0;1
13861;1;1;0;1;0;1
4480;1;1;1;1;1;1
16657;0;1;0;1;0;1
930;1;1;1;1;1;1
14048;0;0;0;1;0;0
6492;0;1;1;1;1;1
14129;0;1;0;1;0;0
14297;0;0;0;0;1;0
15857;0;1;0;1;0;1
2448;1;1;1;1;1;1
7553;1;1;1;1;0;1
3128;1;1;1;1;1;1
9253;1;1;1;1;1;1
10103;1;1;1;1;1;1
20039;0;0;0;1;0;0
6331;1;1;1;1;1;1
9129;1;1;1;1;1;1
20699;0;1;0;0;0;0
7219;0;1;1;1;1;1
926;1;1;1;1;1;1
3404;1;1;1;1;1;1
18522;1;0;0;0;0;0
308;0;0;0;1;0;0
7602;0;0;1;0;1;0
5014;1;1;1;1;1;1
2898;0;1;1;1;1;1
256;0;1;0;0;0;1
19515;0;0;0;0;1;0
4744;1;1;1;1;1;1
16700;0;1;0;1;0;1
22072;0;1;0;1;0;0
22403;0;1;0;0;0;1
553;1;1;1;1;1;1
3740;1;1;1;1;0;1
2424;1;1;1;1;1;1
18946;0;0;0;0;0;1
4429;1;1;1;1;1;1
14518;1;0;0;0;0;0
4042;1;1;1;1;1;1
15498;0;1;0;1;0;1
15411;0;1;0;1;0;1
10437;0;1;0;1;0;1
2008;1;1;1;1;1;1
10352;1;1;1;0;1;1
6679;1;1;1;1;1;1
15781;0;1;0;1;0;1
9619;1;1;1;1;1;1
12659;0;0;1;0;0;0
16468;0;1;0;1;0;1
20380;1;0;0;0;0;0
22714;0;0;0;1;0;1
8573;1;1;1;1;1;1
5360;1;1;1;1;1;1
13788;1;1;1;0;0;1
1554;1;1;1;1;1;1
2855;1;1;1;1;1;1
11605;1;1;1;1;0;1
20359;1;0;0;0;0;0
8876;1;1;1;1;1;1
1913;1;1;1;1;1;1
11033;0;1;0;1;1;1
432;0;0;0;0;0;1
7971;1;1;1;1;1;1
13494;0;1;1;1;0;1
8389;1;1;1;1;1;1
1401;1;1;1;1;1;1
10375;1;1;1;1;1;1
2893;1;1;1;1;1;1
6999;1;1;1;1;1;1
10378;1;1;1;1;1;1
510;0;0;0;0;1;0
22011;0;1;0;0;0;1
2708;1;1;1;1;1;1
1827;0;1;0;1;0;1
17422;0;1;0;1;0;1
8684;1;1;1;1;1;1
21896;0;0;0;1;0;1
10935;1;1;0;0;0;1
15615;0;1;0;1;0;1
18638;1;0;0;0;0;0
15831;0;1;0;1;0;1
11318;1;1;1;1;0;1
2785;1;1;1;1;1;1
19007;0;0;0;0;0;1
10147;1;1;1;1;1;1
15078;0;0;0;1;0;0
9719;1;1;1;1;1;1
8685;1;1;1;1;1;1
6672;1;1;1;1;1;1
13967;0;0;0;1;1;1
6675;1;1;1;1;1;1
6275;1;1;1;1;1;1
8686;1;1;1;1;1;1
21846;0;1;0;0;0;1
18012;0;0;1;0;0;0
6613;1;1;1;1;0;1
7949;1;1;1;1;1;1
20526;0;0;0;0;0;1
7780;0;1;1;1;1;1
10681;0;1;1;1;0;1
736;1;1;1;1;1;1
13714;1;0;1;1;0;1
15691;0;1;0;1;0;1
1958;0;1;1;1;1;1
23018;0;0;0;1;0;1
1883;1;1;1;1;1;1
4657;1;1;1;1;0;1
10198;1;1;1;1;1;1
16863;0;1;0;1;0;1
8253;1;1;1;1;1;1
6669;0;1;0;1;0;1
21623;0;0;1;0;1;0
14463;1;0;0;0;0;0
15717;0;1;0;1;0;1
15005;0;0;0;1;0;0
620;1;1;1;1;1;1
9098;1;1;1;1;1;1
13014;0;0;0;1;1;1
67;1;1;1;1;1;1
1161;1;1;1;1;1;1
20165;0;0;0;1;0;0
16138;0;1;0;1;0;1
5056;1;1;1;1;1;1
16705;0;1;0;1;0;1
22378;0;1;0;0;0;1
21893;0;0;0;0;1;1
17928;0;0;1;0;0;0
19171;0;0;0;0;0;1
22723;0;0;0;1;0;1
6770;1;1;1;1;1;1
6145;1;1;1;1;1;1
13100;0;1;0;1;0;1
12587;0;0;1;1;1;1
8430;1;1;1;1;1;1
12285;1;1;1;1;0;1
4267;1;1;1;1;1;1
15589;0;1;0;1;0;1
1659;1;1;1;1;1;1
10888;0;0;0;0;0;1
5541;1;1;1;1;0;1
14968;0;0;0;1;1;0
7339;0;1;1;1;1;1
22078;0;1;0;0;0;1
12838;0;0;0;0;0;1
6166;1;1;1;1;1;1
10116;1;1;1;1;1;1
21216;0;0;0;1;0;1
1719;1;1;1;1;1;1
5650;1;1;1;1;1;1
4869;1;1;1;1;1;1
17130;0;1;0;1;0;1
1769;1;1;1;1;1;1
15853;0;1;0;1;0;1
11643;1;1;0;1;1;1
11137;1;1;0;1;1;1
5972;1;1;1;1;1;1
12397;1;1;0;1;1;1
4369;1;1;1;1;1;1
9931;1;1;1;1;1;1
14515;1;0;0;0;0;0
21815;0;1;0;1;0;0
21256;0;0;0;1;0;1
16732;0;1;0;1;0;1
395;0;0;0;0;0;1
12826;0;0;0;0;0;1
10494;0;1;0;1;0;1
6423;1;1;1;1;1;1
10613;1;0;1;0;1;0
7350;0;1;1;1;1;1
17569;0;1;0;1;0;1
16926;0;1;0;1;0;1
9878;1;1;1;1;1;1
7544;1;1;0;1;1;1
14359;1;0;1;0;0;0
4241;1;1;1;1;1;1
5908;1;1;1;1;1;1
5950;1;1;1;1;1;1
15116;0;0;0;1;0;0
12420;0;1;0;1;0;1
16499;0;1;0;1;0;1
5849;1;1;1;1;1;1
21148;0;0;0;1;0;1
12467;0;0;0;1;0;0
16264;0;1;0;1;0;1
7434;0;1;1;1;0;1
